"simulation_step","vehicles","alternative_routes_used"
"562","159","712"
"563","159","712"
"564","159","712"
"565","159","712"
"566","159","712"
"567","159","712"
"568","159","712"
"569","159","712"
"570","159","712"
"571","159","712"
"572","159","712"
"573","159","712"
"574","159","712"
"575","159","712"
"576","159","712"
"577","159","712"
"578","159","712"
"579","159","712"
"580","159","712"
"581","159","712"
"582","159","712"
"583","159","712"
"584","159","712"
"585","159","712"
"586","159","712"
"587","159","712"
"588","159","712"
"589","159","712"
"590","159","712"
"591","159","712"
"592","159","712"
"593","159","712"
"594","159","712"
"595","159","712"
"596","159","712"
"597","159","712"
"598","159","712"
"599","159","712"
"600","159","712"
"601","159","712"
"602","159","712"
"603","159","712"
"604","159","712"
"605","159","712"
"606","159","712"
"607","159","712"
"608","159","712"
"609","159","712"
"610","159","712"
"611","159","712"
"612","159","712"
"613","159","712"
"614","159","712"
"615","159","712"
"616","159","712"
"617","159","712"
"618","159","712"
"619","159","712"
"620","159","712"
"621","159","712"
"622","159","712"
"623","159","712"
"624","159","712"
"625","159","712"
"626","159","712"
"627","159","712"
"628","159","712"
"629","159","712"
"630","159","712"
"631","159","712"
"632","159","712"
"633","159","712"
"634","159","712"
"635","159","712"
"636","159","712"
"637","159","712"
"638","159","712"
"639","159","712"
"640","159","712"
"641","159","712"
"642","159","712"
"643","159","712"
"644","159","712"
"645","159","712"
"646","159","712"
"647","159","712"
"648","159","712"
"649","159","712"
"650","159","712"
"651","159","712"
"652","159","712"
"653","159","712"
"654","159","712"
"655","159","712"
"656","159","712"
"657","159","712"
"658","159","712"
"659","159","712"
"660","159","712"
"661","159","712"
"662","159","712"
"663","159","712"
"664","159","712"
"665","159","712"
"666","159","712"
"667","159","712"
"668","159","712"
"669","159","712"
"670","159","712"
"671","159","712"
"672","159","712"
"673","159","712"
"674","159","712"
"675","159","712"
"676","159","712"
"677","159","712"
"678","159","712"
"679","159","712"
"680","159","712"
"681","159","712"
"682","159","712"
"683","159","712"
"684","159","712"
"685","159","712"
"686","159","712"
"687","159","712"
"688","159","712"
"689","159","712"
"690","159","712"
"691","159","712"
"692","159","712"
"693","159","712"
"694","159","712"
"695","159","712"
"696","159","712"
"697","159","712"
"698","159","712"
"699","159","712"
"700","159","712"
"701","159","712"
"702","159","712"
"703","159","712"
"704","159","712"
"705","159","712"
"706","159","712"
"707","159","712"
"708","159","712"
"709","159","712"
"710","159","712"
"711","159","712"
"712","159","712"
"713","159","712"
"714","159","712"
"715","159","712"
"716","159","712"
"717","159","712"
"718","159","712"
"719","159","712"
"720","159","712"
"721","159","712"
"722","159","712"
"723","159","712"
"724","159","712"
"725","159","712"
"726","159","712"
"727","159","712"
"728","159","712"
"729","159","712"
"730","159","712"
"731","159","712"
"732","159","712"
"733","159","712"
"734","159","712"
"735","159","712"
"736","159","712"
"737","159","712"
"738","159","712"
"739","159","712"
"740","159","712"
"741","159","712"
"742","159","712"
"743","159","712"
"744","159","712"
"745","159","712"
"746","159","712"
"747","159","712"
"748","159","712"
"749","159","712"
"750","159","712"
"751","159","712"
"752","159","712"
"753","159","712"
"754","159","712"
"755","159","712"
"756","159","712"
"757","159","712"
"758","159","712"
"759","159","712"
"760","159","712"
"761","159","712"
"762","159","712"
"763","159","712"
"764","159","712"
"765","159","712"
"766","159","712"
"767","159","712"
"768","159","712"
"769","159","712"
"770","159","712"
"771","159","712"
"772","159","712"
"773","159","712"
"774","159","712"
"775","159","712"
"776","159","712"
"777","159","712"
"778","159","712"
"779","159","712"
"780","159","712"
"781","159","712"
"782","159","712"
"783","159","712"
"784","159","712"
"785","159","712"
"786","159","712"
"787","159","712"
"788","159","712"
"789","159","712"
"790","159","712"
"791","159","712"
"792","159","712"
"793","159","712"
"794","159","712"
"795","159","712"
"796","159","712"
"797","159","712"
"798","159","712"
"799","159","712"
"800","159","712"
"801","159","712"
"802","159","712"
"803","159","712"
"804","159","712"
"805","159","712"
"806","159","712"
"807","159","712"
"808","159","712"
"809","159","712"
"810","159","712"
"811","159","712"
"812","159","712"
"813","159","712"
"814","159","712"
"815","159","712"
"816","159","712"
"817","159","712"
"818","159","712"
"819","159","712"
"820","159","712"
"821","159","712"
"822","159","712"
"823","159","712"
"824","159","712"
"825","159","712"
"826","159","712"
"827","159","712"
"828","159","712"
"829","159","712"
"830","159","712"
"831","159","712"
"832","159","712"
"833","159","712"
"834","159","712"
"835","159","712"
"836","159","712"
"837","159","712"
"838","159","712"
"839","159","712"
"840","159","712"
"841","159","712"
"842","159","712"
"843","159","712"
"844","159","712"
"845","159","712"
"846","159","712"
"847","159","712"
"848","159","712"
"849","159","712"
"850","159","712"
"851","159","712"
"852","159","712"
"853","159","712"
"854","159","712"
"855","159","712"
"856","159","712"
"857","159","712"
"858","159","712"
"859","159","712"
"860","159","712"
"861","159","712"
"862","159","712"
"863","159","712"
"864","159","712"
"865","159","712"
"866","159","712"
"867","159","712"
"868","159","712"
"869","159","712"
"870","159","712"
"871","159","712"
"872","159","712"
"873","159","712"
"874","159","712"
"875","159","712"
"876","159","712"
"877","159","712"
"878","159","712"
"879","159","712"
"880","159","712"
"881","159","712"
"882","159","712"
"883","159","712"
"884","159","712"
"885","159","712"
"886","159","712"
"887","159","712"
"888","159","712"
"889","159","712"
"890","159","712"
"891","159","712"
"892","159","712"
"893","159","712"
"894","159","712"
"895","159","712"
"896","159","712"
"897","159","712"
"898","159","712"
"899","159","712"
"900","159","712"
"901","159","712"
"902","159","712"
"903","159","712"
"904","159","712"
"905","159","712"
"906","159","712"
"907","159","712"
"908","159","712"
"909","159","712"
"910","159","712"
"911","159","712"
"912","159","712"
"913","159","712"
"914","159","712"
"915","159","712"
"916","159","712"
"917","159","712"
"918","159","712"
"919","159","712"
"920","159","712"
"921","159","712"
"922","159","712"
"923","159","712"
"924","159","712"
"925","159","712"
"926","159","712"
"927","159","712"
"928","159","712"
"929","159","712"
"930","159","712"
"931","159","712"
"932","159","712"
"933","159","712"
"934","159","712"
"935","159","712"
"936","159","712"
"937","159","712"
"938","159","712"
"939","159","712"
"940","159","712"
"941","159","712"
"942","159","712"
"943","159","712"
"944","159","712"
"945","159","712"
"946","159","712"
"947","159","712"
"948","159","712"
"949","159","712"
"950","159","712"
"951","159","712"
"952","159","712"
"953","159","712"
"954","159","712"
"955","159","712"
"956","159","712"
"957","159","712"
"958","159","712"
"959","159","712"
"960","159","712"
"961","159","712"
"962","159","712"
"963","159","712"
"964","159","712"
"965","159","712"
"966","159","712"
"967","159","712"
"968","159","712"
"969","159","712"
"970","159","712"
"971","159","712"
"972","159","712"
"973","159","712"
"974","159","712"
"975","159","712"
"976","159","712"
"977","159","712"
"978","159","712"
"979","159","712"
"980","159","712"
"981","159","712"
"982","159","712"
"983","159","712"
"984","159","712"
"985","159","712"
"986","159","712"
"987","159","712"
"988","159","712"
"989","159","712"
"990","159","712"
"991","159","712"
"992","159","712"
"993","159","712"
"994","159","712"
"995","159","712"
"996","159","712"
"997","159","712"
"998","159","712"
"999","159","712"
"1000","159","712"
"1001","159","712"
"1002","159","712"
"1003","159","712"
"1004","159","712"
"1005","159","712"
"1006","159","712"
"1007","159","712"
"1008","159","712"
"1009","159","712"
"1010","159","712"
"1011","159","712"
"1012","159","712"
"1013","159","712"
"1014","159","712"
"1015","159","712"
"1016","159","712"
"1017","159","712"
"1018","159","712"
"1019","159","712"
"1020","159","712"
"1021","159","712"
"1022","159","712"
"1023","159","712"
"1024","159","712"
"1025","159","712"
"1026","159","712"
"1027","159","712"
"1028","159","712"
"1029","159","712"
"1030","159","712"
"1031","159","712"
"1032","159","712"
"1033","159","712"
"1034","159","712"
"1035","159","712"
"1036","159","712"
"1037","159","712"
"1038","159","712"
"1039","159","712"
"1040","159","712"
"1041","159","712"
"1042","159","712"
"1043","159","712"
"1044","159","712"
"1045","159","712"
"1046","159","712"
"1047","159","712"
"1048","159","712"
"1049","159","712"
"1050","159","712"
"1051","159","712"
"1052","159","712"
"1053","159","712"
"1054","159","712"
"1055","159","712"
"1056","159","712"
"1057","159","712"
"1058","159","712"
"1059","159","712"
"1060","159","712"
"1061","159","712"
"1062","159","712"
"1063","159","712"
"1064","159","712"
"1065","159","712"
"1066","159","712"
"1067","159","712"
"1068","159","712"
"1069","159","712"
"1070","159","712"
"1071","159","712"
"1072","159","712"
"1073","159","712"
"1074","159","712"
"1075","159","712"
"1076","159","712"
"1077","159","712"
"1078","159","712"
"1079","159","712"
"1080","159","712"
"1081","159","712"
"1082","159","712"
"1083","159","712"
"1084","159","712"
"1085","159","712"
"1086","159","712"
"1087","159","712"
"1088","159","712"
"1089","159","712"
"1090","159","712"
"1091","159","712"
"1092","159","712"
"1093","159","712"
"1094","159","712"
"1095","159","712"
"1096","159","712"
"1097","159","712"
"1098","159","712"
"1099","159","712"
"1100","159","712"
"1101","159","712"
"1102","159","712"
"1103","159","712"
"1104","159","712"
"1105","159","712"
"1106","159","712"
"1107","159","712"
"1108","159","712"
"1109","159","712"
"1110","159","712"
"1111","159","712"
"1112","159","712"
"1113","159","712"
"1114","159","712"
"1115","159","712"
"1116","159","712"
"1117","159","712"
"1118","159","712"
"1119","159","712"
"1120","159","712"
"1121","159","712"
"1122","159","712"
"1123","159","712"
"1124","159","712"
"1125","159","712"
"1126","159","712"
"1127","159","712"
"1128","159","712"
"1129","159","712"
"1130","159","712"
"1131","159","712"
"1132","159","712"
"1133","159","712"
"1134","159","712"
"1135","159","712"
"1136","159","712"
"1137","159","712"
"1138","159","712"
"1139","159","712"
"1140","159","712"
"1141","159","712"
"1142","159","712"
"1143","159","712"
"1144","159","712"
"1145","159","712"
"1146","159","712"
"1147","159","712"
"1148","159","712"
"1149","159","712"
"1150","159","712"
"1151","159","712"
"1152","159","712"
"1153","159","712"
"1154","159","712"
"1155","159","712"
"1156","159","712"
"1157","159","712"
"1158","159","712"
"1159","159","712"
"1160","159","712"
"1161","159","712"
"1162","159","712"
"1163","159","712"
"1164","159","712"
"1165","159","712"
"1166","159","712"
"1167","159","712"
"1168","159","712"
"1169","159","712"
"1170","159","712"
"1171","159","712"
"1172","159","712"
"1173","159","712"
"1174","159","712"
"1175","159","712"
"1176","159","712"
"1177","159","712"
"1178","159","712"
"1179","159","712"
"1180","159","712"
"1181","159","712"
"1182","159","712"
"1183","159","712"
"1184","159","712"
"1185","159","712"
"1186","159","712"
"1187","159","712"
"1188","159","712"
"1189","159","712"
"1190","159","712"
"1191","159","712"
"1192","159","712"
"1193","159","712"
"1194","159","712"
"1195","159","712"
"1196","159","712"
"1197","159","712"
"1198","159","712"
"1199","159","712"
"1200","159","712"
"1201","159","712"
"1202","159","712"
"1203","159","712"
"1204","159","712"
"1205","159","712"
"1206","159","712"
"1207","159","712"
"1208","159","712"
"1209","159","712"
"1210","159","712"
"1211","159","712"
"1212","159","712"
"1213","159","712"
"1214","159","712"
"1215","159","712"
"1216","159","712"
"1217","159","712"
"1218","159","712"
"1219","159","712"
"1220","159","712"
"1221","159","712"
"1222","159","712"
"1223","159","712"
"1224","159","712"
"1225","159","712"
"1226","159","712"
"1227","159","712"
"1228","159","712"
"1229","159","712"
"1230","159","712"
"1231","159","712"
"1232","159","712"
"1233","159","712"
"1234","159","712"
"1235","159","712"
"1236","159","712"
"1237","159","712"
"1238","159","712"
"1239","159","712"
"1240","159","712"
"1241","159","712"
"1242","159","712"
"1243","159","712"
"1244","159","712"
"1245","159","712"
"1246","159","712"
"1247","159","712"
"1248","159","712"
"1249","159","712"
"1250","159","712"
"1251","159","712"
"1252","159","712"
"1253","159","712"
"1254","159","712"
"1255","159","712"
"1256","159","712"
"1257","159","712"
"1258","159","712"
"1259","159","712"
"1260","159","712"
"1261","159","712"
"1262","159","712"
"1263","159","712"
"1264","159","712"
"1265","159","712"
"1266","159","712"
"1267","159","712"
"1268","159","712"
"1269","159","712"
"1270","159","712"
"1271","159","712"
"1272","159","712"
"1273","159","712"
"1274","159","712"
"1275","159","712"
"1276","159","712"
"1277","159","712"
"1278","159","712"
"1279","159","712"
"1280","159","712"
"1281","159","712"
"1282","159","712"
"1283","159","712"
"1284","159","712"
"1285","159","712"
"1286","159","712"
"1287","159","712"
"1288","159","712"
"1289","159","712"
"1290","159","712"
"1291","159","712"
"1292","159","712"
"1293","159","712"
"1294","159","712"
"1295","159","712"
"1296","159","712"
"1297","159","712"
"1298","159","712"
"1299","159","712"
"1300","159","712"
"1301","159","712"
"1302","159","712"
"1303","159","712"
"1304","159","712"
"1305","159","712"
"1306","159","712"
"1307","159","712"
"1308","160","712"
