"simulation_step","vehicles","alternative_routes_used"
"289","2555","20580"
"290","2555","20580"
"291","2555","20580"
"292","2555","20580"
"293","2555","20580"
"294","2555","20580"
"295","2555","20580"
"296","2555","20580"
"297","2555","20580"
"298","2555","20580"
"299","2555","20580"
"300","2555","20580"
"301","2555","20580"
"302","2555","20580"
"303","2555","20580"
"304","2555","20580"
"305","2555","20580"
"306","2555","20580"
"307","2555","20580"
"308","2556","20580"
"309","2556","20580"
"310","2556","20580"
"311","2556","20580"
"312","2556","20580"
"313","2556","20580"
"314","2556","20580"
"315","2556","20580"
"316","2556","20580"
"317","2556","20580"
"318","2556","20580"
"319","2556","20580"
"320","2556","20580"
"321","2556","20580"
"322","2556","20580"
"323","2556","20580"
"324","2556","20580"
"325","2556","20580"
"326","2556","20580"
"327","2556","20580"
"328","2556","20580"
"329","2556","20580"
"330","2556","20580"
"331","2556","20580"
"332","2556","20580"
"333","2556","20580"
"334","2556","20580"
"335","2556","20580"
"336","2556","20580"
"337","2556","20580"
"338","2556","20580"
"339","2557","20580"
"340","2557","20580"
"341","2557","20580"
"342","2557","20580"
"343","2557","20580"
"344","2557","20580"
"345","2557","20580"
"346","2557","20580"
"347","2557","20580"
"348","2557","20580"
"349","2557","20580"
"350","2557","20580"
"351","2557","20580"
"352","2557","20580"
"353","2557","20580"
"354","2557","20580"
"355","2557","20580"
"356","2557","20580"
"357","2557","20580"
"358","2557","20580"
"359","2557","20580"
"360","2557","20580"
"361","2557","20580"
"362","2557","20580"
"363","2557","20580"
"364","2557","20580"
"365","2557","20580"
"366","2557","20580"
"367","2557","20580"
"368","2557","20580"
"369","2557","20580"
"370","2557","20580"
"371","2558","20580"
"372","2558","20580"
"373","2558","20580"
"374","2558","20580"
"375","2558","20580"
"376","2558","20580"
"377","2558","20580"
"378","2558","20580"
"379","2558","20580"
"380","2558","20580"
"381","2558","20580"
"382","2558","20580"
"383","2558","20580"
"384","2558","20580"
"385","2558","20580"
"386","2558","20580"
"387","2558","20580"
"388","2558","20580"
"389","2558","20580"
"390","2558","20580"
"391","2558","20580"
"392","2558","20580"
"393","2558","20580"
"394","2558","20580"
"395","2558","20580"
"396","2558","20580"
"397","2558","20580"
"398","2558","20580"
"399","2558","20580"
"400","2558","20580"
"401","2558","20580"
"402","2558","20580"
"403","2558","20580"
"404","2558","20580"
"405","2558","20580"
"406","2558","20580"
"407","2558","20580"
"408","2558","20580"
"409","2558","20580"
"410","2558","20580"
"411","2558","20580"
"412","2558","20580"
"413","2558","20580"
"414","2558","20580"
"415","2558","20580"
"416","2558","20580"
"417","2558","20580"
"418","2558","20580"
"419","2558","20580"
"420","2558","20580"
"421","2558","20580"
"422","2558","20580"
"423","2558","20580"
"424","2558","20580"
"425","2558","20580"
"426","2558","20580"
"427","2558","20580"
"428","2558","20580"
"429","2558","20580"
"430","2558","20580"
"431","2558","20580"
"432","2558","20580"
"433","2558","20580"
"434","2558","20580"
"435","2558","20580"
"436","2558","20580"
"437","2558","20580"
"438","2558","20580"
"439","2558","20580"
"440","2558","20580"
"441","2558","20580"
"442","2558","20580"
"443","2558","20580"
"444","2558","20580"
"445","2558","20580"
"446","2558","20580"
"447","2558","20580"
"448","2558","20580"
"449","2558","20580"
"450","2558","20580"
"451","2558","20580"
"452","2558","20580"
"453","2558","20580"
"454","2558","20580"
"455","2558","20580"
"456","2558","20580"
"457","2558","20580"
"458","2558","20580"
"459","2558","20580"
"460","2558","20580"
"461","2558","20580"
"462","2558","20580"
"463","2558","20580"
"464","2558","20580"
"465","2558","20580"
"466","2558","20580"
"467","2558","20580"
"468","2558","20580"
"469","2558","20580"
"470","2558","20580"
"471","2558","20580"
"472","2558","20580"
"473","2558","20580"
"474","2558","20580"
"475","2558","20580"
"476","2558","20580"
"477","2558","20580"
"478","2558","20580"
"479","2558","20580"
"480","2558","20580"
"481","2558","20580"
"482","2558","20580"
"483","2558","20580"
"484","2558","20580"
"485","2558","20580"
"486","2558","20580"
"487","2558","20580"
"488","2558","20580"
"489","2558","20580"
"490","2558","20580"
"491","2558","20580"
"492","2558","20580"
"493","2558","20580"
"494","2558","20580"
"495","2558","20580"
"496","2558","20580"
"497","2558","20580"
"498","2558","20580"
"499","2558","20580"
"500","2558","20580"
"501","2558","20580"
"502","2558","20580"
"503","2558","20580"
"504","2558","20580"
"505","2558","20580"
"506","2558","20580"
"507","2558","20580"
"508","2558","20580"
"509","2558","20580"
"510","2558","20580"
"511","2558","20580"
"512","2558","20580"
"513","2558","20580"
"514","2558","20580"
"515","2558","20580"
"516","2558","20580"
"517","2558","20580"
"518","2558","20580"
"519","2558","20580"
"520","2558","20580"
"521","2558","20580"
"522","2558","20580"
"523","2558","20580"
"524","2558","20580"
"525","2558","20580"
"526","2558","20580"
"527","2558","20580"
"528","2558","20580"
"529","2558","20580"
"530","2558","20580"
"531","2558","20580"
"532","2558","20580"
"533","2558","20580"
"534","2558","20580"
"535","2558","20580"
"536","2558","20580"
"537","2558","20580"
"538","2558","20580"
"539","2558","20580"
"540","2558","20580"
"541","2558","20580"
"542","2558","20580"
"543","2558","20580"
"544","2558","20580"
"545","2558","20580"
"546","2558","20580"
"547","2558","20580"
"548","2558","20580"
"549","2558","20580"
"550","2558","20580"
"551","2558","20580"
"552","2558","20580"
"553","2558","20580"
"554","2558","20580"
"555","2558","20580"
"556","2558","20580"
"557","2558","20580"
"558","2558","20580"
"559","2558","20580"
"560","2558","20580"
"561","2558","20580"
"562","2558","20580"
"563","2558","20580"
"564","2558","20580"
"565","2558","20580"
"566","2558","20580"
"567","2558","20580"
"568","2558","20580"
"569","2558","20580"
"570","2558","20580"
"571","2558","20580"
"572","2558","20580"
"573","2558","20580"
"574","2558","20580"
"575","2558","20580"
"576","2558","20580"
"577","2558","20580"
"578","2558","20580"
"579","2558","20580"
"580","2558","20580"
"581","2558","20580"
"582","2558","20580"
"583","2558","20580"
"584","2558","20580"
"585","2558","20580"
"586","2558","20580"
"587","2558","20580"
"588","2558","20580"
"589","2558","20580"
"590","2558","20580"
"591","2558","20580"
"592","2558","20580"
"593","2558","20580"
"594","2558","20580"
"595","2558","20580"
"596","2558","20580"
"597","2558","20580"
"598","2558","20580"
"599","2558","20580"
"600","2558","20580"
"601","2558","20580"
"602","2558","20580"
"603","2558","20580"
"604","2558","20580"
"605","2558","20580"
"606","2558","20580"
"607","2558","20580"
"608","2558","20580"
"609","2558","20580"
"610","2558","20580"
"611","2558","20580"
"612","2558","20580"
"613","2558","20580"
"614","2558","20580"
"615","2558","20580"
"616","2558","20580"
"617","2558","20580"
"618","2558","20580"
"619","2558","20580"
"620","2558","20580"
"621","2558","20580"
"622","2558","20580"
"623","2558","20580"
"624","2558","20580"
"625","2558","20580"
"626","2558","20580"
"627","2558","20580"
"628","2558","20580"
"629","2558","20580"
"630","2558","20580"
"631","2558","20580"
"632","2558","20580"
"633","2558","20580"
"634","2558","20580"
"635","2558","20580"
"636","2558","20580"
"637","2558","20580"
"638","2558","20580"
"639","2558","20580"
"640","2558","20580"
"641","2558","20580"
"642","2558","20580"
"643","2558","20580"
"644","2558","20580"
"645","2558","20580"
"646","2558","20580"
"647","2558","20580"
"648","2558","20580"
"649","2558","20580"
"650","2558","20580"
"651","2558","20580"
"652","2558","20580"
"653","2558","20580"
"654","2558","20580"
"655","2558","20580"
"656","2558","20580"
"657","2558","20580"
"658","2558","20580"
"659","2558","20580"
"660","2558","20580"
"661","2558","20580"
"662","2558","20580"
"663","2558","20580"
"664","2558","20580"
"665","2558","20580"
"666","2558","20580"
"667","2558","20580"
"668","2558","20580"
"669","2558","20580"
"670","2558","20580"
"671","2558","20580"
"672","2558","20580"
"673","2558","20580"
"674","2558","20580"
"675","2558","20580"
"676","2558","20580"
"677","2558","20580"
"678","2558","20580"
"679","2558","20580"
"680","2558","20580"
"681","2558","20580"
"682","2558","20580"
"683","2559","20580"
"684","2559","20580"
"685","2559","20580"
"686","2559","20580"
"687","2559","20580"
"688","2559","20580"
"689","2559","20580"
"690","2559","20580"
"691","2559","20580"
"692","2559","20580"
"693","2559","20580"
"694","2559","20580"
"695","2559","20580"
"696","2559","20580"
"697","2559","20580"
"698","2559","20580"
"699","2559","20580"
"700","2559","20580"
"701","2559","20580"
"702","2559","20580"
"703","2559","20580"
"704","2559","20580"
"705","2559","20580"
"706","2559","20580"
"707","2559","20580"
"708","2559","20580"
"709","2559","20580"
"710","2559","20580"
"711","2559","20580"
"712","2559","20580"
"713","2559","20580"
"714","2559","20580"
"715","2559","20580"
"716","2559","20580"
"717","2559","20580"
"718","2559","20580"
"719","2559","20580"
"720","2559","20580"
"721","2559","20580"
"722","2559","20580"
"723","2559","20580"
"724","2559","20580"
"725","2559","20580"
"726","2559","20580"
"727","2559","20580"
"728","2559","20580"
"729","2559","20580"
"730","2559","20580"
"731","2559","20580"
"732","2559","20580"
"733","2559","20580"
"734","2559","20580"
"735","2559","20580"
"736","2559","20580"
"737","2559","20580"
"738","2559","20580"
"739","2559","20580"
"740","2559","20580"
"741","2559","20580"
"742","2559","20580"
"743","2559","20580"
"744","2559","20580"
"745","2559","20580"
"746","2559","20580"
"747","2559","20580"
"748","2559","20580"
"749","2559","20580"
"750","2559","20580"
"751","2559","20580"
"752","2559","20580"
"753","2559","20580"
"754","2559","20580"
"755","2559","20580"
"756","2559","20580"
"757","2559","20580"
"758","2559","20580"
"759","2559","20580"
"760","2559","20580"
"761","2559","20580"
"762","2559","20580"
"763","2559","20580"
"764","2559","20580"
"765","2559","20580"
"766","2559","20580"
"767","2559","20580"
"768","2559","20580"
"769","2559","20580"
"770","2559","20580"
"771","2559","20580"
"772","2559","20580"
"773","2559","20580"
"774","2559","20580"
"775","2559","20580"
"776","2559","20580"
"777","2559","20580"
"778","2559","20580"
"779","2559","20580"
"780","2559","20580"
"781","2559","20580"
"782","2559","20580"
"783","2559","20580"
"784","2559","20580"
"785","2559","20580"
"786","2559","20580"
"787","2559","20580"
"788","2559","20580"
"789","2559","20580"
"790","2559","20580"
"791","2559","20580"
"792","2559","20580"
"793","2559","20580"
"794","2559","20580"
"795","2559","20580"
"796","2559","20580"
"797","2559","20580"
"798","2559","20580"
"799","2559","20580"
"800","2559","20580"
"801","2559","20580"
"802","2559","20580"
"803","2559","20580"
"804","2559","20580"
"805","2559","20580"
"806","2559","20580"
"807","2559","20580"
"808","2559","20580"
"809","2559","20580"
"810","2559","20580"
"811","2559","20580"
"812","2559","20580"
"813","2559","20580"
"814","2559","20580"
"815","2559","20580"
"816","2559","20580"
"817","2559","20580"
"818","2559","20580"
"819","2559","20580"
"820","2559","20580"
"821","2559","20580"
"822","2559","20580"
"823","2559","20580"
"824","2559","20580"
"825","2559","20580"
"826","2559","20580"
"827","2559","20580"
"828","2559","20580"
"829","2559","20580"
"830","2559","20580"
"831","2559","20580"
"832","2559","20580"
"833","2559","20580"
"834","2559","20580"
"835","2559","20580"
"836","2559","20580"
"837","2559","20580"
"838","2559","20580"
"839","2559","20580"
"840","2559","20580"
"841","2559","20580"
"842","2559","20580"
"843","2559","20580"
"844","2559","20580"
"845","2559","20580"
"846","2559","20580"
"847","2559","20580"
"848","2559","20580"
"849","2559","20580"
"850","2559","20580"
"851","2559","20580"
"852","2559","20580"
"853","2559","20580"
"854","2559","20580"
"855","2559","20580"
"856","2559","20580"
"857","2559","20580"
"858","2559","20580"
"859","2559","20580"
"860","2559","20580"
"861","2559","20580"
"862","2559","20580"
"863","2559","20580"
"864","2559","20580"
"865","2559","20580"
"866","2559","20580"
"867","2559","20580"
"868","2559","20580"
"869","2559","20580"
"870","2559","20580"
"871","2559","20580"
"872","2559","20580"
"873","2559","20580"
"874","2559","20580"
"875","2559","20580"
"876","2559","20580"
"877","2559","20580"
"878","2559","20580"
"879","2559","20580"
"880","2559","20580"
"881","2559","20580"
"882","2559","20580"
"883","2559","20580"
"884","2559","20580"
"885","2559","20580"
"886","2559","20580"
"887","2559","20580"
"888","2559","20580"
"889","2559","20580"
"890","2559","20580"
"891","2559","20580"
"892","2559","20580"
"893","2559","20580"
"894","2559","20580"
"895","2559","20580"
"896","2559","20580"
"897","2559","20580"
"898","2559","20580"
"899","2559","20580"
"900","2559","20580"
"901","2559","20580"
"902","2559","20580"
"903","2559","20580"
"904","2559","20580"
"905","2559","20580"
"906","2559","20580"
"907","2559","20580"
"908","2559","20580"
"909","2559","20580"
"910","2559","20580"
"911","2559","20580"
"912","2559","20580"
"913","2559","20580"
"914","2559","20580"
"915","2559","20580"
"916","2559","20580"
"917","2559","20580"
"918","2559","20580"
"919","2559","20580"
"920","2559","20580"
"921","2559","20580"
"922","2559","20580"
"923","2559","20580"
"924","2559","20580"
"925","2559","20580"
"926","2559","20580"
"927","2559","20580"
"928","2559","20580"
"929","2559","20580"
"930","2559","20580"
"931","2559","20580"
"932","2559","20580"
"933","2559","20580"
"934","2559","20580"
"935","2559","20580"
"936","2559","20580"
"937","2559","20580"
"938","2559","20580"
"939","2559","20580"
"940","2559","20580"
"941","2559","20580"
"942","2559","20580"
"943","2559","20580"
"944","2559","20580"
"945","2559","20580"
"946","2559","20580"
"947","2559","20580"
"948","2559","20580"
"949","2559","20580"
"950","2559","20580"
"951","2559","20580"
"952","2559","20580"
"953","2559","20580"
"954","2559","20580"
"955","2559","20580"
"956","2559","20580"
"957","2559","20580"
"958","2559","20580"
"959","2559","20580"
"960","2559","20580"
"961","2559","20580"
"962","2559","20580"
"963","2559","20580"
"964","2559","20580"
"965","2559","20580"
"966","2559","20580"
"967","2559","20580"
"968","2559","20580"
"969","2559","20580"
"970","2559","20580"
"971","2559","20580"
"972","2559","20580"
"973","2559","20580"
"974","2559","20580"
"975","2559","20580"
"976","2559","20580"
"977","2559","20580"
"978","2559","20580"
"979","2559","20580"
"980","2559","20580"
"981","2559","20580"
"982","2559","20580"
"983","2559","20580"
"984","2559","20580"
"985","2559","20580"
"986","2559","20580"
"987","2559","20580"
"988","2559","20580"
"989","2559","20580"
"990","2559","20580"
"991","2559","20580"
"992","2559","20580"
"993","2559","20580"
"994","2559","20580"
"995","2559","20580"
"996","2559","20580"
"997","2559","20580"
"998","2559","20580"
"999","2559","20580"
"1000","2559","20580"
"1001","2559","20580"
"1002","2559","20580"
"1003","2559","20580"
"1004","2559","20580"
"1005","2559","20580"
"1006","2559","20580"
"1007","2559","20580"
"1008","2559","20580"
"1009","2559","20580"
"1010","2559","20580"
"1011","2559","20580"
"1012","2559","20580"
"1013","2560","20580"
"1014","2560","20580"
"1015","2560","20580"
"1016","2560","20580"
"1017","2560","20580"
"1018","2560","20580"
"1019","2560","20580"
"1020","2560","20580"
"1021","2560","20580"
"1022","2560","20580"
"1023","2560","20580"
"1024","2560","20580"
